bzn,zone_name,country,role,month,mean_eur_mwh,p10_eur_mwh,p90_eur_mwh,volatility_eur_mwh,negative_hours,hour_count,source_url,license,mean_usd_kwh,p10_usd_kwh,p90_usd_kwh,volatility_usd_kwh,fx_usd_per_eur,fx_source_url,as_of_date,confidence
NO2,Norway NO2,NO,supply-rich,2026-01,105.32520161290323,79.106,138.91575,29.182167998301658,0,744,https://api.energy-charts.info/price?bzn=NO2&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.12253165317439516,0.09202915168999999,0.16160972149875,0.033949512873344204,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
NO2,Norway NO2,NO,supply-rich,2026-02,100.61698660714286,81.209,122.94875,17.79553306931636,0,672,https://api.energy-charts.info/price?bzn=NO2&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.11705428062421874,0.094475708285,0.14303427254375,0.020702700329185225,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
NO2,Norway NO2,NO,supply-rich,2026-03,104.03219422043011,73.88624999999999,126.774,23.67253113665986,0,744,https://api.energy-charts.info/price?bzn=NO2&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.12102741362925068,0.08595667723124999,0.14748443451,0.027539794185800298,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
NO2,Norway NO2,NO,supply-rich,2026-04,93.29501388888889,40.583000000000006,121.78875000000001,31.213525795617624,0,720,https://api.energy-charts.info/price?bzn=NO2&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.10853615383284722,0.047212841795,0.14168476914375,0.03631272343721869,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
NO2,Norway NO2,NO,supply-rich,2026-05,100.33303427419354,37.9515,132.54225,37.183247247697636,10,744,https://api.energy-charts.info/price?bzn=NO2&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.11672394041839716,0.0441514467975,0.15419501467125,0.04325768843431776,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
NO2,Norway NO2,NO,supply-rich,2026-06,95.63929513888888,22.656500000000005,134.4095,44.682393723528804,20,720,https://api.energy-charts.info/price?bzn=NO2&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.11126340858925346,0.026357779122500005,0.1563673079675,0.051981932974173084,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
NO2,Norway NO2,NO,supply-rich,2026-07,103.9010248655914,47.44025,140.30825,37.65753402922051,14,744,https://api.energy-charts.info/price?bzn=NO2&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.12087481579275874,0.05519032644125,0.16322970726125,0.04380945707590411,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
NO2,Norway NO2,NO,supply-rich,2026-08,116.54396276595745,37.90575000000002,148.80474999999998,43.67498700446283,0,94,https://api.energy-charts.info/price?bzn=NO2&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.13558316724321806,0.04409822284875002,0.17311423798374997,0.05080995125644689,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
SE4,Sweden SE4,SE,supply-rich,2025-12,40.47,40.47,40.47,,0,1,https://api.energy-charts.info/price?bzn=SE4&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.047081381549999995,0.047081381549999995,0.047081381549999995,,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
SE4,Sweden SE4,SE,supply-rich,2026-01,105.73905913978494,64.17075,155.94950000000006,40.47886862844982,0,744,https://api.energy-charts.info/price?bzn=SE4&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.12301312053615591,0.07465400457375,0.18142619006750008,0.04709169900193652,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
SE4,Sweden SE4,SE,supply-rich,2026-02,106.56196800595238,59.831999999999994,148.51475,43.6248243234082,0,672,https://api.energy-charts.info/price?bzn=SE4&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.12397046390924478,0.06960645467999999,0.17277686213375001,0.050751593749001775,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
SE4,Sweden SE4,SE,supply-rich,2026-03,78.78715725806451,8.248499999999998,143.4155,50.191922484820275,7,744,https://api.energy-charts.info/price?bzn=SE4&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.09165822120352822,0.009596016202499998,0.1668445731575,0.058391525901552936,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
SE4,Sweden SE4,SE,supply-rich,2026-04,61.01422569444445,3.7917500000000004,121.5545,44.79970518405991,30,720,https://api.energy-charts.info/price?bzn=SE4&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.07098181467501737,0.00441118923875,0.1414122508925,0.05211840902145386,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
SE4,Sweden SE4,SE,supply-rich,2026-05,87.34644825268818,5.7212499999999995,142.7825,52.53127377274181,33,744,https://api.energy-charts.info/price?bzn=SE4&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.10161580077148857,0.006655902006249999,0.16610816311249998,0.06111304531262578,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
SE4,Sweden SE4,SE,supply-rich,2026-06,94.78773958333333,13.694250000000002,150.19875000000002,55.70911840697254,14,720,https://api.energy-charts.info/price?bzn=SE4&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.11027273866036458,0.01593141115125,0.17473596879375003,0.06481003853552761,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
SE4,Sweden SE4,SE,supply-rich,2026-07,77.90927083333332,6.616499999999999,152.1175,58.48141984243874,1,744,https://api.energy-charts.info/price?bzn=SE4&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.09063691886302082,0.0076974045225,0.1769681753875,0.06803523699499874,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
SE4,Sweden SE4,SE,supply-rich,2026-08,45.42779255319149,13.978500000000002,121.19125000000003,45.56998325843718,0,94,https://api.energy-charts.info/price?bzn=SE4&start=2026-01-01&end=2026-12-31,CC BY 4.0 (creativecommons.org/licenses/by/4.0) from Bundesnetzagentur | SMARD.de,0.05284910388364362,0.0162620976525,0.14098965855625,0.05301452357345177,1.163365,https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?format=csvdata&startPeriod=2026-01&endPeriod=2026-12,2026-08-03,high
